Email,problem0,problem1,problem2,problem3,problem4,problem5,Score
craig.doraine@gmail.com,10,10,8,7,3,5,43
meredith.rakyla@hotmail.com,10,10,8,9,5,9,45
michelle.fionnlagh@gmail.com,10,10,2,3,10,10,45
demetrie.randin@gmail.com,4.5,10,2,2,5,10,33.5
george.roa@hotmail.com,5.5,10,6,0,10,10,41.5
jessie.telesfor@gatech.edu,10,10,10,9,--------,10,45
denise.rickayla@gmail.com,10,10,7,3,3,10,43
anthony.fashionette@yahoo.com,10,10,10,10,10,10,45
sue.ikira@gmail.com,10,10,3,5,3,4,35
randy.adeliz@northsouth.edu,10,10,2,7,5,10,44
seneca.nasaria@gmail.com,10,10,2,2,1,5,30
harold.phillip@gatech.edu,10,7,--------,--------,--------,7,24
john.jogina@gmail.com,--------,10,2,2,10,10,34
paul.derrin@hawk.iit.edu,7.5,10,2,2,5,10,36.5
juanita.esiah@gmail.com,7.5,10,1,0,0,10,28.5
sandra.rethia@gmail.com,5,10,2,0,10,2,29
sophie.merika@gmail.com,5.5,10,8,2,10,10,45
nicholas.tajveer@virginia.edu,4.5,10,2,2,5,10,33.5
lawrence.kiyona@hotmail.com,7.5,7,5,2,5,10,36.5
fredrick.aleata@gatech.edu,10,10,10,9,--------,10,45
mary.lunalee@gmail.com,10,10,7,--------,10,9,45
michael.corderick@gmail.com,10,10,5,0,0,2,27
michael.latrish@selu.edu,7.5,10,2,2,--------,10,31.5
scott.tyreka@gatech.edu,10,10,2,10,3,10,45
eric.xiah@icloud.com,2.5,7,2,0,1,5,17.5
claude.tarolyn@gmail.com,7.5,10,--------,9,--------,10,36.5
jonathan.nilsa@gmail.com,10,10,2,0,1,9,32
brittany.aleta@yahoo.com,--------,10,1,9,1,10,31
alexis.lareesa@gatech.edu,4.5,10,1,10,10,10,45
darnell.mundi@gatech.edu,7.5,10,2,10,--------,10,39.5
matthew.amidala@gmail.com,7.5,10,8,2,3,10,40.5
gale.syler@gmail.com,10,10,2,10,--------,9,41
kathryn.colt@mycit.ie,9,7,--------,9,1,10,36
nina.alvin@gmail.com,7.5,10,1,0,6,10,34.5
perla.karynn@gatech.edu,7.5,10,10,2,1,5,35.5
elizabeth.veton@gmail.com,2.5,10,5,0,5,10,32.5
susan.sanai@gatech.edu,5.5,10,2,10,10,10,45
crystal.antwann@gmail.com,5.5,10,1,5,1,10,32.5
chad.darnella@gmail.com,10,10,10,10,10,10,45
tory.shritha@gmail.com,9,10,3,0,3,9,34
devon.jayion@gmail.com,7.5,10,7,10,10,10,45
gael.iduma@hotmail.com,8,7,3,0,--------,2,20
martha.chineme@gmail.com,10,10,5,3,5,10,43
christian.anum@gmail.com,10,10,8,--------,--------,10,38
barbara.wilhemina@gatech.edu,7.5,--------,1,--------,--------,4,12.5
matthew.taw@gmail.com,7.5,10,5,--------,10,10,42.5
fatima.shack@gmail.com,9,10,2,10,10,10,45
lucy.anouk@gmail.com,10,10,5,7,3,2,37
sharon.vandana@gmail.com,2.5,10,1,2,1,5,21.5
todd.laylynn@ucdavis.edu,9,--------,1,--------,--------,2,12
calvin.taskin@gmail.com,10,10,8,10,10,2,45
eli.sascha@yahoo.com,10,7,3,2,5,4,31
nikolaj.correne@att.net,10,10,10,--------,10,10,45
mel.gilman@gatech.edu,10,7,2,--------,5,5,29
olivia.prit@yahoo.com,7.5,10,2,1,0,10,30.5
michaela.ashauria@gmail.com,7.5,10,2,5,1,10,35.5
jennifer.rodericus@gmail.com,10,10,2,1,1,2,26
david.caswell@duke.edu,10,7,3,1,1,4,26
hubert.kezlyn@yandex.ru,10,7,3,3,5,2,30
krista.jericka@gmail.com,10,10,3,--------,8,9,40
tina.davontaye@gmail.com,--------,10,7,10,10,10,45
vickie.tkiyah@gatech.edu,7.5,7,3,2,3,3,25.5
hattie.gabriella@gmail.com,2.5,10,9,3,5,10,39.5
irene.terece@gmail.com,9,10,6,2,1,10,38
amaya.krew@gmail.com,10,10,8,--------,3,10,41
derrick.sacario@gatech.edu,10,10,6,2,1,10,39
deandre.jazzabella@gmail.com,10,10,1,6,5,10,42
jordan.trenetta@gmail.com,5.5,10,5,--------,10,9,39.5
ryne.marialy@gmail.com,7,10,8,10,8,10,45
jasmine.cread@gatech.edu,10,10,2,2,3,5,32
bonnie.dreylan@gatech.edu,10,10,8,7,--------,10,45
adam.evemarie@gmail.com,10,10,8,10,3,10,45
james.marcisha@gatech.edu,10,10,2,3,1,10,36
edgar.paishance@umn.edu,7.5,10,5,--------,5,2,29.5
ruth.giovanny@hotmail.co.uk,10,10,10,10,10,10,45
ryo.hinano@hotmail.co.jp,8.5,10,2,10,5,10,45
fernando.djaun@iiitdm.ac.in,5.5,7,3,--------,10,10,35.5
emily.zoeyann@gmail.com,7.5,10,10,--------,10,10,45
norvell.ahmyr@gatech.edu,2.5,10,2,--------,5,9,28.5
ben.zaida@gatech.edu,10,10,5,2,3,5,35
stanley.denaly@gmail.com,--------,10,7,7,10,10,44
pamela.chasitity@gatech.edu,10,10,8,5,10,2,45
cecelia.iraa@queensu.ca,10,--------,10,10,10,--------,40
arthur.skii@gatech.edu,10,10,9,0,1,10,40
andrew.jlah@hotmail.co.uk,7.5,10,4,4,5,2,32.5
ryann.satsuko@gmail.com,10,10,2,2,10,4,38
cheryl.jaimir@hotmail.com,2.5,10,4,10,10,10,45
daniel.niemah@gmail.com,7.5,10,5,--------,5,9,36.5
aneesa.blaidyn@aol.com,10,10,2,8,5,10,45
bruce.ranelle@gmail.com,2.5,--------,--------,0,--------,--------,2.5
francisco.anyeline@gatech.edu,10,10,8,--------,5,4,37
angel.eddison@gmail.com,10,10,2,10,5,10,45
kelly.barrick@gmail.com,5.5,10,2,0,6,10,33.5
alex.mesias@gmail.com,10,10,3,0,5,9,37
annie.jaethan@mail.ru,2.5,10,3,--------,10,10,35.5
stacy.loneta@gmail.com,10,10,3,10,2,10,45
karen.adnrew@google.com,7.5,10,2,--------,8,10,37.5
christopher.jullianne@gatech.edu,2.5,7,1,2,1,2,15.5
philip.lebarron@gmail.com,10,10,2,3,10,10,45
nika.daija@gmail.com,9,10,1,3,8,9,40
gracie.keshav@gmail.com,4.5,7,1,--------,10,10,32.5
abigail.lynnon@gmail.com,0,7,1,2,--------,2,12
nancy.roslin@gmail.com,--------,10,--------,--------,10,10,30
melanie.devantre@gmail.com,10,10,2,9,10,4,45
leta.kartier@gmail.com,7.5,10,7,0,8,10,42.5
wm.charrisse@gatech.edu,7.5,4,1,--------,10,10,32.5
john.mckoy@nu.edu.kz,10,10,10,10,5,--------,45
crystal.chakayla@gmail.com,10,10,10,2,5,10,45
michael.dixy@gmail.com,7.5,10,8,9,10,10,45
joseph.zakia@gmail.com,10,10,2,0,8,4,34
dustin.maleeah@gmail.com,10,10,2,3,10,10,45
victoria.shanegua@hotmail.com,10,10,10,10,10,10,45
raina.sheehan@gmail.com,10,10,2,--------,--------,10,32
deionte.banisha@gmail.com,7.5,0,2,0,3,3,15.5
cody.eastin@gmail.com,0,10,3,2,10,10,35
helana.khalyn@gmail.com,10,10,10,4,1,10,45
carl.shavannah@gatech.edu,5.5,10,2,2,1,9,29.5
robert.berita@gatech.edu,10,10,8,10,3,4,45
debra.nirah@gmail.com,9,7,3,10,--------,5,34
steven.macray@gmail.com,2.5,10,1,--------,3,4,20.5
lori.soren@gmail.com,10,10,10,10,--------,10,45
david.naheem@protonmail.com,7.5,10,2,--------,1,5,25.5
franklin.ginnette@gmail.com,7.5,10,--------,--------,10,10,37.5
charles.tocha@gmail.com,5.5,10,2,--------,3,10,30.5
evan.kuhao@gatech.edu,9,10,3,10,10,2,44
norine.hiliary@gmail.com,7.5,7,2,0,0,10,26.5
nancy.saba@yahoo.com,7.5,7,9,5,3,5,36.5
angela.sone@gatech.edu,0,0,1,0,0,5,6
john.kyelee@gatech.edu,9,10,2,7,3,10,41
bridget.zykeira@gmail.com,7.5,7,2,3,10,4,33.5
alana.dasianae@me.com,9,10,6,0,10,10,45
darlene.eudon@gmail.com,--------,10,2,--------,3,10,25
carlyn.teffany@gmail.com,7.5,10,8,--------,10,3,38.5
barbara.shaniki@gmail.com,7.5,10,5,2,--------,10,34.5
llewellyn.tsurue@gmail.com,9,10,2,2,1,4,28
jacob.talecia@gmail.com,--------,10,2,10,10,10,42
patt.dolora@gmail.com,7.5,10,8,5,5,10,45
jayson.kineta@gatech.edu,10,10,7,--------,--------,--------,27
peter.branwyn@gmail.com,10,10,1,--------,5,10,36
michael.vanelope@t-mobile.com,7.5,10,8,0,3,10,38.5
paul.kaylana@gatech.edu,7.5,10,2,--------,8,10,37.5
angel.kaesha@gatech.edu,--------,--------,--------,--------,--------,2,2
milagros.victorialynn@gmail.com,10,10,--------,--------,1,10,31
elizabeth.eizabella@gatech.edu,10,10,--------,3,1,10,34
rita.sidny@gmail.com,10,7,5,2,5,4,33
gabrielle.prinsha@gmail.com,9,10,3,9,3,9,43
bryan.vancy@gmail.com,7.5,7,--------,--------,--------,4,18.5
lester.sabrynn@gatech.edu,10,10,6,2,0,3,31
angela.lynisha@gatech.edu,10,10,10,10,5,--------,45
katherine.gicel@gmail.com,10,10,10,10,1,5,45
abigail.alizah@umich.edu,7.5,10,2,--------,6,4,29.5
anna.waldron@gatech.edu,--------,10,3,2,3,10,28
michael.pansy@gmail.com,7.5,7,7,3,3,4,31.5
levi.kadan@gmail.com,5.5,7,1,2,1,5,21.5
willard.tammela@hotmail.com,2.5,10,2,4,3,9,30.5
laura.madelena@gatech.edu,7.5,10,6,2,10,9,44.5
lorita.theral@gatech.edu,3.5,3,1,0,1,5,13.5
bernard.hammie@gatech.edu,9,10,1,5,10,10,45
antonia.ellymae@gatech.edu,10,10,3,0,1,4,28
jade.tliyah@gmail.com,8,7,5,7,--------,2,29
hobart.malala@gmail.com,10,10,--------,--------,10,5,35
elizabeth.shaiden@pwc.com,2.5,10,4,9,10,10,45
phoebe.cambi@gmail.com,10,10,--------,--------,5,10,35
stacia.shyloe@gmail.com,5.5,10,3,5,5,9,37.5
chelsea.jaretzi@utexas.edu,7.5,10,2,2,--------,9,30.5
damon.martise@gmail.com,7.5,10,3,3,3,10,36.5
david.zamaiya@gatech.edu,--------,10,10,10,5,10,45
alonzo.tyrell@gmail.com,10,10,1,9,--------,10,40
anquette.zeshaun@gmail.com,10,10,8,3,3,10,44
kameron.aeris@gmail.com,--------,--------,--------,--------,--------,--------,--------
lashanna.deyona@gmail.com,--------,--------,--------,--------,--------,--------,--------
diana.marvelle@hotmail.com,--------,--------,--------,--------,--------,--------,--------
eric.khasen@gmail.com,--------,--------,--------,--------,--------,--------,--------
cynthia.curt@gmail.com,--------,--------,--------,--------,--------,--------,--------
ivy.thiego@gmail.com,--------,--------,--------,--------,--------,--------,--------
juan.quay@aol.com,--------,--------,--------,--------,--------,--------,--------
frankie.mihit@gatech.edu,--------,--------,--------,--------,--------,--------,--------
elijah.tyteona@gmail.com,--------,--------,--------,--------,--------,--------,--------
rocky.bayden@gmail.com,--------,--------,--------,--------,--------,--------,--------
duane.lachan@gatech.edu,--------,--------,--------,--------,--------,--------,--------
kaushal.nizhoni@hotmail.com,--------,--------,--------,--------,--------,--------,--------
eric.tamiesha@gmail.com,--------,--------,--------,--------,--------,--------,--------
sylvie.gerek@gmail.com,--------,--------,--------,--------,--------,--------,--------
carmine.aricely@bybaxter.com,--------,--------,--------,--------,--------,--------,--------
alexander.destony@msn.com,--------,--------,--------,--------,--------,--------,--------
daniel.alexondra@gmail.com,--------,--------,--------,--------,--------,--------,--------
william.isse@yahoo.com,--------,--------,--------,--------,--------,--------,--------
jennifer.leilana@gmail.com,--------,--------,--------,--------,--------,--------,--------
stella.trejon@gmail.com,--------,--------,--------,--------,--------,--------,--------
samuel.vaitea@yahoo.com,--------,--------,--------,--------,--------,--------,--------
richard.delaris@gmail.com,--------,--------,--------,--------,--------,--------,--------
joseph.isam@gmail.com,--------,--------,--------,--------,--------,--------,--------
seth.rahlee@gatech.edu,--------,--------,--------,--------,--------,--------,--------
theresa.leonisha@yahoo.com,--------,--------,--------,--------,--------,--------,--------
eric.suhaila@gmail.com,--------,--------,--------,--------,--------,--------,--------
melissa.se@gmail.com,--------,--------,--------,--------,--------,--------,--------
constance.kylicia@gmail.com,--------,--------,--------,--------,--------,--------,--------
christian.kealohilani@yahoo.com,--------,--------,--------,--------,--------,--------,--------
robert.maksym@gmail.com,--------,--------,--------,--------,--------,--------,--------
hunter.meghann@gatech.edu,--------,--------,--------,--------,--------,--------,--------
stetson.martrell@gmail.com,--------,--------,--------,--------,--------,--------,--------
william.samanntha@yahoo.co.uk,--------,--------,--------,--------,--------,--------,--------
andrew.ramez@gmail.com,--------,--------,--------,--------,--------,--------,--------
paula.breydi@gatech.edu,--------,--------,--------,--------,--------,--------,--------
noah.mastani@gmail.com,--------,--------,--------,--------,--------,--------,--------
annalyse.zenab@gmail.com,--------,--------,--------,--------,--------,--------,--------
jeffrey.gidget@bybaxter.com,--------,--------,--------,--------,--------,--------,--------
peter.kadenn@gmail.com,--------,--------,--------,--------,--------,--------,--------
seth.milliona@gatech.edu,--------,--------,--------,--------,--------,--------,--------
leila.naquille@gatech.edu,--------,--------,--------,--------,--------,--------,--------
gary.onalee@gmail.com,--------,--------,--------,--------,--------,--------,--------
rose.khaleed@hotmail.com,--------,--------,--------,--------,--------,--------,--------
jessie.narma@abv.bg,--------,--------,--------,--------,--------,--------,--------
jennifer.aminatou@gatech.edu,--------,--------,--------,--------,--------,--------,--------
mimi.densie@gmail.com,--------,--------,--------,--------,--------,--------,--------
hilary.ayara@gmail.com,--------,--------,--------,--------,--------,--------,--------
alejandra.shanija@yahoo.com,--------,--------,--------,--------,--------,--------,--------
melvin.jasminn@gmail.com,--------,--------,--------,--------,--------,--------,--------
issa.donitta@gmail.com,--------,--------,--------,--------,--------,--------,--------
isabella.bethanie@gatech.edu,--------,--------,--------,--------,--------,--------,--------
jimmy.thyme@gmail.com,--------,--------,--------,--------,--------,--------,--------
jared.charlesia@gmail.com,--------,--------,--------,--------,--------,--------,--------
andrew.mose@gmail.com,--------,--------,--------,--------,--------,--------,--------
hector.shuntana@gatech.edu,--------,--------,--------,--------,--------,--------,--------
angelica.merlie@gmail.com,--------,--------,--------,--------,--------,--------,--------
brent.jeidyn@miamioh.edu,--------,--------,--------,--------,--------,--------,--------
matthew.nyquan@yahoo.com,--------,--------,--------,--------,--------,--------,--------
lance.jocalyn@gmail.com,--------,--------,--------,--------,--------,--------,--------
shaina.yoram@gmail.com,--------,--------,--------,--------,--------,--------,--------
marion.charylene@gmail.com,--------,--------,--------,--------,--------,--------,--------
stephanie.treyon@gatech.edu,--------,--------,--------,--------,--------,--------,--------
brenda.kerlin@gmail.com,--------,--------,--------,--------,--------,--------,--------
joseph.sahit@gatech.edu,--------,--------,--------,--------,--------,--------,--------
joseph.ladeidre@hs-hannover.de,--------,--------,--------,--------,--------,--------,--------
leeana.johnnyangel@gmail.com,--------,--------,--------,--------,--------,--------,--------
tavares.alymuhammad@gmail.com,--------,--------,--------,--------,--------,--------,--------
isaac.kaivan@gmail.com,--------,--------,--------,--------,--------,--------,--------
arthur.tiawanna@gmail.com,--------,--------,--------,--------,--------,--------,--------
betty.emmilia@gmail.com,--------,--------,--------,--------,--------,--------,--------
peggy.natilynn@gmail.com,--------,--------,--------,--------,--------,--------,--------
cordelia.danetta@gatech.edu,--------,--------,--------,--------,--------,--------,--------
luis.kristoff@gmail.com,--------,--------,--------,--------,--------,--------,--------
michelle.leahgrace@gmail.com,--------,--------,--------,--------,--------,--------,--------
ruben.keldyn@poupkine.ru,--------,--------,--------,--------,--------,--------,--------
thelma.ousman@gmail.com,--------,--------,--------,--------,--------,--------,--------
joseph.alexey@gmail.com,--------,--------,--------,--------,--------,--------,--------
azariah.padme@protonmail.com,--------,--------,--------,--------,--------,--------,--------
brecken.olin@gmail.com,--------,--------,--------,--------,--------,--------,--------
edwin.hollis@gmail.com,--------,--------,--------,--------,--------,--------,--------
nicolas.yasaira@gatech.edu,--------,--------,--------,--------,--------,--------,--------
robert.issack@gmail.com,--------,--------,--------,--------,--------,--------,--------
dianne.miguelangel@gmail.com,--------,--------,--------,--------,--------,--------,--------
gordon.maille@gmail.com,--------,--------,--------,--------,--------,--------,--------
makeda.xiomy@gmail.com,--------,--------,--------,--------,--------,--------,--------
hailey.tybee@gmail.com,--------,--------,--------,--------,--------,--------,--------
carlton.sylva@gmail.com,--------,--------,--------,--------,--------,--------,--------
renetta.jealousy@gmail.com,--------,--------,--------,--------,--------,--------,--------
john.annaleigha@gmail.com,--------,--------,--------,--------,--------,--------,--------
aaron.shwana@gmail.com,--------,--------,--------,--------,--------,--------,--------
eros.nishaan@gatech.edu,--------,--------,--------,--------,--------,--------,--------
kyler.kimya@gmail.com,--------,--------,--------,--------,--------,--------,--------
laverne.yennefer@outlook.com,--------,--------,--------,--------,--------,--------,--------
anna.carnell@outlook.com,--------,--------,--------,--------,--------,--------,--------
carolyn.cherin@gmail.com,--------,--------,--------,--------,--------,--------,--------
shelly.kimanh@gatech.edu,--------,--------,--------,--------,--------,--------,--------
annabelle.maxwill@gmail.com,--------,--------,--------,--------,--------,--------,--------
mariah.denah@gmail.com,--------,--------,--------,--------,--------,--------,--------
stanley.shakalia@gmail.com,--------,--------,--------,--------,--------,--------,--------
harvey.in@gmail.com,--------,--------,--------,--------,--------,--------,--------
joseph.jaekob@gmail.com,--------,--------,--------,--------,--------,--------,--------
patricia.asaya@gmail.com,--------,--------,--------,--------,--------,--------,--------
jason.mirnes@gatech.edu,--------,--------,--------,--------,--------,--------,--------
dalany.benancio@live.com,--------,--------,--------,--------,--------,--------,--------
emme.meko@gmail.com,--------,--------,--------,--------,--------,--------,--------
tabetha.amilyah@gmail.com,--------,--------,--------,--------,--------,--------,--------
john.searcy@gmail.com,--------,--------,--------,--------,--------,--------,--------
cameron.katiejo@hotmail.com,--------,--------,--------,--------,--------,--------,--------
jerry.sharad@gmail.com,--------,--------,--------,--------,--------,--------,--------
joseph.shaw@naver.com,--------,--------,--------,--------,--------,--------,--------
xander.kenly@gmail.com,--------,--------,--------,--------,--------,--------,--------
bruce.korede@brunswickschool.org,--------,--------,--------,--------,--------,--------,--------
mindy.colanda@gmail.com,--------,--------,--------,--------,--------,--------,--------
guy.greathel@me.com,--------,--------,--------,--------,--------,--------,--------
kristina.lichelle@hotmail.com,--------,--------,--------,--------,--------,--------,--------
alejandro.grayli@dlr.de,--------,--------,--------,--------,--------,--------,--------
ezra.sedrick@gmail.com,--------,--------,--------,--------,--------,--------,--------
dominique.cortlin@outlook.com,--------,--------,--------,--------,--------,--------,--------
christina.shawnae@gmail.com,--------,--------,--------,--------,--------,--------,--------
joseph.dame@gatech.edu,--------,--------,--------,--------,--------,--------,--------
sadie.coumba@gmail.com,--------,--------,--------,--------,--------,--------,--------
christian.kaiyon@gatech.edu,--------,--------,--------,--------,--------,--------,--------
peter.jaretzi@gmail.com,--------,--------,--------,--------,--------,--------,--------
james.condie@gmail.com,--------,--------,--------,--------,--------,--------,--------
william.taurean@gmail.com,--------,--------,--------,--------,--------,--------,--------
fred.dejenae@gatech.edu,--------,--------,--------,--------,--------,--------,--------
patsy.rion@gatech.edu,--------,--------,--------,--------,--------,--------,--------
lawrence.roselind@gmail.com,--------,--------,--------,--------,--------,--------,--------
tori.tamecca@gmail.com,--------,--------,--------,--------,--------,--------,--------
katie.saifaldeen@gmail.com,--------,--------,--------,--------,--------,--------,--------
farrah.elanda@gmail.com,--------,--------,--------,--------,--------,--------,--------
jeffrey.sylys@gatech.edu,--------,--------,--------,--------,--------,--------,--------
chidiebube.andrelle@gmail.com,--------,--------,--------,--------,--------,--------,--------
arthur.patirica@outlook.com,--------,--------,--------,--------,--------,--------,--------
domenica.content@gmail.com,--------,--------,--------,--------,--------,--------,--------
jeanne.jarhonda@gatech.edu,--------,--------,--------,--------,--------,--------,--------
matthew.kayle@gatech.edu,--------,--------,--------,--------,--------,--------,--------
evelyn.brin@sbcglobal.net,--------,--------,--------,--------,--------,--------,--------
tiffany.zekial@yahoo.com,--------,--------,--------,--------,--------,--------,--------
raymond.jontay@outlook.com,--------,--------,--------,--------,--------,--------,--------
david.willburn@asu.edu,--------,--------,--------,--------,--------,--------,--------
donald.tycere@smumn.edu,--------,--------,--------,--------,--------,--------,--------
perry.chaniah@gmail.com,--------,--------,--------,--------,--------,--------,--------
bryan.zanique@gmail.com,--------,--------,--------,--------,--------,--------,--------
bienvenido.elke@gmail.com,--------,--------,--------,--------,--------,--------,--------
mae.jarae@aol.com,--------,--------,--------,--------,--------,--------,--------
jeffrey.sabiel@gatech.edu,--------,--------,--------,--------,--------,--------,--------
tony.tillian@rocketmail.com,--------,--------,--------,--------,--------,--------,--------
ashley.brayan@hotmail.co.uk,--------,--------,--------,--------,--------,--------,--------
agnes.kobby@gmail.com,--------,--------,--------,--------,--------,--------,--------
elliot.irah@protonmail.com,--------,--------,--------,--------,--------,--------,--------
cassius.tyffani@gatech.edu,--------,--------,--------,--------,--------,--------,--------
charles.tennison@mail.usf.edu,--------,--------,--------,--------,--------,--------,--------
anthoney.titania@gmail.com,--------,--------,--------,--------,--------,--------,--------
elizabeth.spontaneous@gmail.com,--------,--------,--------,--------,--------,--------,--------
cayden.kandida@gatech.edu,--------,--------,--------,--------,--------,--------,--------
kenneth.aniston@gatech.edu,--------,--------,--------,--------,--------,--------,16
eugene.caily@gmail.com,--------,--------,--------,--------,--------,--------,--------
martha.teadra@gmail.com,--------,--------,--------,--------,--------,--------,--------
jared.natashua@e.ntu.edu.sg,--------,--------,--------,--------,--------,--------,--------
ruby.raye@aol.com,--------,--------,--------,--------,--------,--------,--------
arnold.aviad@gmail.com,--------,--------,--------,--------,--------,--------,--------
lawrence.melaina@ucdavis.edu,--------,--------,--------,--------,--------,--------,--------
renee.aunika@gmail.com,--------,--------,--------,--------,--------,--------,--------
jaime.kemmie@outlook.com,--------,--------,--------,--------,--------,--------,--------
jane.nauman@gmail.com,--------,--------,--------,--------,--------,--------,--------
james.sivana@gmail.com,--------,--------,--------,--------,--------,--------,--------
dorothy.taneca@gmail.com,--------,--------,--------,--------,--------,--------,--------
laura.carlet@gmail.com,--------,--------,--------,--------,--------,--------,--------
daisy.espy@gatech.edu,--------,--------,--------,--------,--------,--------,--------
elani.ivrie@t-online.de,--------,--------,--------,--------,--------,--------,--------
jarrod.alicemarie@gmail.com,--------,--------,--------,--------,--------,--------,--------
julia.kinberly@gmail.com,--------,--------,--------,--------,--------,--------,--------
william.mariejeanne@gmail.com,--------,--------,--------,--------,--------,--------,--------
elizabeth.elessa@yahoo.com,--------,--------,--------,--------,--------,--------,--------
